Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Test_Used,F_Statistic,P_Value,Effect_Size,Decision,Pooling_Recommendation
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,35.0864578789937,1.1680723060983341e-07,0.2948,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,18.180271364481904,0.00040375316250630244,0.1528,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,25.752870580603282,1.0743955209734405e-05,0.2164,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,66.95886986706638,1.9109830717031452e-14,0.5627,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,86.58275862068959,1.1868078972259674e-18,0.7276,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,80.87848377450443,1.988797002033819e-17,0.6797,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,87.41212387702606,7.876080578232401e-19,0.7346,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,85.56126099546522,1.966421403562473e-18,0.719,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,98.88674180563537,2.6968266149489663e-21,0.831,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,25.621586542016107,1.1445639235043043e-05,0.2153,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,21.1153817421185,9.962437342609665e-05,0.1774,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,14.242316784869955,0.002593202914993092,0.1197,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,32.991225609089796,3.234427346811488e-07,0.2772,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,24.302009048385788,2.1603597879022223e-05,0.2042,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,58.474134891278034,1.2450025865217653e-12,0.4914,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,52.45827770360481,2.3918335879748285e-11,0.4408,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,18.06249999999999,0.00042698546215011294,0.1518,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,76.22060239306832,1.9836839603156686e-16,0.6405,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,79.4277566256065,4.0717030023175233e-17,0.6675,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,86.78475067010572,1.0740218640072694e-18,0.7293,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,73.38910021132239,8.022624226163565e-16,0.6167,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,83.82144825591125,4.646360703082448e-18,0.7044,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,85.30648707163769,2.230319801890646e-18,0.7169,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,10.103133903133823,0.017709499226703347,0.0849,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,34.17080721747379,1.8233272369416213e-07,0.2871,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,8.594444444444434,0.035198414243267216,0.0722,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,32.02532956685497,5.169531306696537e-07,0.2691,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,32.81617408206174,3.5214265970699107e-07,0.2758,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,60.861154406725305,3.8480980370084937e-13,0.5114,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,53.311594202898526,1.5733085680789248e-11,0.448,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,21.02659438420895,0.00010394581776864056,0.1767,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,94.6360857332656,2.2106603245853257e-20,0.7953,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,72.77901651651656,1.0840003765090542e-15,0.6116,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,94.8312720942689,2.007132677127255e-20,0.7969,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,88.32013416927735,5.027277159655187e-19,0.7422,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,95.4137988690227,1.5044740083707603e-20,0.8018,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,88.90195413983952,3.770395250593083e-19,0.7471,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Balanced,Senior-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,8.682900523243493,0.03381795342103054,0.073,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,36.285025126605056,6.51808518862545e-08,0.3049,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,China,Competence_Score,Kruskal-Wallis,40.88688115664858,6.910598527398351e-09,0.3436,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,China,Fit_Score,Kruskal-Wallis,24.3434796670445,2.1176972030238372e-05,0.2046,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,China,Performance_Score,Kruskal-Wallis,28.073737628443524,3.504874342764677e-06,0.2359,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,30.62211223598392,1.0209289911682738e-06,0.2573,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,China,Status_Score,Kruskal-Wallis,6.071062671052938,0.10820359469015187,0.051,Fail to Reject H0 (Models Equivalent),Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,11.792987973077189,0.008127008477779982,0.0991,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,76.73436589307475,1.5393316173180557e-16,0.6448,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,90.86375719982277,1.428974040114144e-19,0.7636,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,91.53617350470103,1.0246558359219873e-19,0.7692,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,92.13539268038642,7.61809181383594e-20,0.7742,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,91.65423077328579,9.665318489731998e-20,0.7702,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,USA,Status_Score,Kruskal-Wallis,96.98837329637323,6.901647150670434e-21,0.815,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,21.726628549647366,7.435688637934846e-05,0.1826,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,China,Hireability_Score,Kruskal-Wallis,42.90025224264257,2.5839826434471517e-09,0.3605,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,China,Competence_Score,Kruskal-Wallis,19.41983122362871,0.00022384481998298107,0.1632,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,China,Fit_Score,Kruskal-Wallis,28.329782483434148,3.0968322364356403e-06,0.2381,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,China,Performance_Score,Kruskal-Wallis,31.793148148148163,5.786014009947777e-07,0.2672,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,38.47587589651937,2.2412024985894166e-08,0.3233,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,14.663926054108709,0.0021275799608329467,0.1232,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,24.88836572620289,1.6292976992576825e-05,0.2091,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,68.46550404656347,9.094743502879898e-15,0.5753,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,87.41547376083635,7.863046971228207e-19,0.7346,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,81.9691236196422,1.1603813071061085e-17,0.6888,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,91.6893349335607,9.498932319254027e-20,0.7705,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,91.33776812430753,1.1303163317256088e-19,0.7675,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,97.68067257088542,4.899317208108176e-21,0.8208,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,36.57190508606436,5.668236591995768e-08,0.3073,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,44.90717210723237,9.682694499599207e-10,0.3774,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,36.7554526748971,5.1835019815272464e-08,0.3089,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,47.647138009942424,2.531382072650127e-10,0.4004,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,41.39573297650903,5.389937957928705e-09,0.3479,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,38.60771964300325,2.1016411876626945e-08,0.3244,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,55.12362870769824,6.4615936577137325e-12,0.4632,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,9.062020648967525,0.028477552585098195,0.0762,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,70.64526464992609,3.105126624670255e-15,0.5937,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,91.97297979797992,8.255410232316906e-20,0.7729,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,73.28101904840273,8.462025619430687e-16,0.6158,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,70.88084092958938,2.764571738129628e-15,0.5956,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,78.36096089991192,6.895461225455893e-17,0.6585,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,80.3391717780183,2.5958674663704013e-17,0.6751,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,14.748388656139165,0.002044795206083227,0.1239,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,16.687290969899667,0.0008194895513998383,0.1402,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,9.313228840125268,0.025403593734281124,0.0783,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,23.702562552810264,2.8818707521334334e-05,0.1992,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,27.651457390404666,4.29825744530395e-06,0.2324,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,50.062399791293224,7.748414137860687e-11,0.4207,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,38.21570996679863,2.544330600780736e-08,0.3211,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,12.73673386903911,0.005241945317774078,0.107,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,85.63245889881932,1.898421764335344e-18,0.7196,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,77.7232920442028,9.447151568781223e-17,0.6531,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,91.44829614808658,1.0701784271135222e-19,0.7685,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,80.81156816518977,2.0556328670735392e-17,0.6791,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,86.23181011866592,1.4116456912617008e-18,0.7246,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,Europe,Neutral,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,89.83169489956497,2.38070970610008e-19,0.7549,Reject H0 (Models Differ),Do Not Pool
